2025-04-03 20:29:12,832 [__main__] [INFO] Initializing Ray...
2025-04-03 20:29:17,702 [__main__] [INFO] Creating temporary environment to get action/observation spaces...
2025-04-03 20:29:17,705 [src.satellite_marl_env] [INFO] SatelliteMARLEnv closed.
2025-04-03 20:29:17,705 [__main__] [INFO] Spaces retrieved.
2025-04-03 20:29:17,705 [__main__] [INFO] Configuring RLlib PPO Algorithm...
2025-04-03 20:29:17,705 [__main__] [INFO] Using 23 environment runners (workers).
2025-04-03 20:29:17,706 [__main__] [INFO] Building Algorithm...
2025-04-03 20:29:31,263 [__main__] [INFO] Algorithm Built. Using Policy/Module Class: DefaultPPOTorchRLModule
2025-04-03 20:29:31,263 [__main__] [INFO] 
--- Starting Training for 100 iterations ---
2025-04-03 20:29:33,549 [__main__] [INFO] Iter: 1/100, Ts(iter): 0, Ts(total): 4000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.29s
2025-04-03 20:29:35,746 [__main__] [INFO] Iter: 2/100, Ts(iter): 0, Ts(total): 8000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.20s
2025-04-03 20:29:37,771 [__main__] [INFO] Iter: 3/100, Ts(iter): 0, Ts(total): 12000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.02s
2025-04-03 20:29:39,876 [__main__] [INFO] Iter: 4/100, Ts(iter): 0, Ts(total): 16000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.11s
2025-04-03 20:29:42,200 [__main__] [INFO] Iter: 5/100, Ts(iter): 0, Ts(total): 20000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.32s
2025-04-03 20:29:44,557 [__main__] [INFO] Iter: 6/100, Ts(iter): 0, Ts(total): 24000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.36s
2025-04-03 20:29:46,927 [__main__] [INFO] Iter: 7/100, Ts(iter): 0, Ts(total): 28000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.37s
2025-04-03 20:29:48,996 [__main__] [INFO] Iter: 8/100, Ts(iter): 0, Ts(total): 32000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.07s
2025-04-03 20:29:51,420 [__main__] [INFO] Iter: 9/100, Ts(iter): 0, Ts(total): 36000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.42s
2025-04-03 20:29:54,562 [__main__] [INFO] Iter: 10/100, Ts(iter): 0, Ts(total): 40000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 3.14s
2025-04-03 20:29:57,024 [__main__] [INFO] Iter: 11/100, Ts(iter): 0, Ts(total): 44000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.46s
2025-04-03 20:29:59,273 [__main__] [INFO] Iter: 12/100, Ts(iter): 0, Ts(total): 48000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.25s
2025-04-03 20:30:01,656 [__main__] [INFO] Iter: 13/100, Ts(iter): 0, Ts(total): 52000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.38s
2025-04-03 20:30:03,742 [__main__] [INFO] Iter: 14/100, Ts(iter): 0, Ts(total): 56000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.09s
2025-04-03 20:30:06,099 [__main__] [INFO] Iter: 15/100, Ts(iter): 0, Ts(total): 60000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.36s
2025-04-03 20:30:08,504 [__main__] [INFO] Iter: 16/100, Ts(iter): 0, Ts(total): 64000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.40s
2025-04-03 20:30:10,790 [__main__] [INFO] Iter: 17/100, Ts(iter): 0, Ts(total): 68000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.29s
2025-04-03 20:30:13,137 [__main__] [INFO] Iter: 18/100, Ts(iter): 0, Ts(total): 72000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.35s
2025-04-03 20:30:15,262 [__main__] [INFO] Iter: 19/100, Ts(iter): 0, Ts(total): 76000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 2.13s
2025-04-03 20:30:18,405 [__main__] [INFO] Iter: 20/100, Ts(iter): 0, Ts(total): 80000, Reward (Eval/Sample): nan, Loss(serv): nan, Loss(targ): nan, Time: 3.14s
